,Poll End Date,Source,Voting Intention,LIBERAL,NATIONAL,COALITION,ALP,GREENS,PALMER UNITED,FAMILY FIRST,DEMOCRATS,PAULINE HANSON / ONE NATION,OTHERS,Two Party Preferred,COALITION (2PP),LABOR (2PP),PM Satisfaction,SATISFIED (PM),DISSATISFIED (PM),LOTO Satisfaction,SATISFIED (LOTO),DISSATISFIED (LOTO),Preferred PM,PRIME MINISTER (PPM),OPPOSITION LEADER (PPM),,PRIME MINISTER,OPPOSITION LEADER
43_ALP_JG_LNC_TA,13-May-13,Essential,,44,3,48,34,9,,,,,10,,55,45,,38,54,,40,50,,39,41,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,12-May-13,Morgan,,43,3.5,46.5,32,9.5,,,,,12,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,06-May-13,Essential,,44,4,48,33,9,,,,,10,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,05-May-13,Newspoll,,,,47,31,10,,,,,12,,56,44,,29,61,,36,51,,37,42,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,05-May-13,Morgan,,43,3,46,32,8.5,,,,,13.5,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-May-13,ReachTEL,,45.2,3.3,48.5,29.3,10.2,,,,,11.9,,58,42,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,29-Apr-13,Essential,,45,3,48,34,9,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,28-Apr-13,Morgan,,45,3,48,30.5,11,,,,,10.5,,58,42,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,22-Apr-13,Morgan,,41.5,2.5,44,32.5,10.5,,,,,13,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,22-Apr-13,Essential,,44,3,47,34,9,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,21-Apr-13,Newspoll,,,,46,32,10,,,,,12,,55,45,,30,60,,36,53,,35,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,15-Apr-13,Essential,,44,3,48,34,9,,,,,9,,55,45,,34,56,,37,52,,37,39,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,14-Apr-13,Morgan,,44.5,3,47.5,32,10.5,,,,,10,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,14-Apr-13,Nielsen,,,,49,29,12,,1,,,10,,57,43,,37,59,,43,53,,42,50,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,12-Apr-13,ReachTEL,,46.1,3.7,49.8,31.3,10.2,,,,,8.8,,57,43,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,11-Apr-13,Galaxy,,,,47,33,12,,,,,8,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,08-Apr-13,Essential,,47,2,49,32,9,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-Apr-13,Newspoll,,,,48,32,10,,,,,12,,55,45,,28,62,,35,54,,37,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-Apr-13,Morgan,,43,3.5,46.5,31,10,,,,,12.5,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Apr-13,Essential,,47,2,49,31,11,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,01-Apr-13,Morgan,,45.5,3.5,49,30,11,,,,,10,,57.5,42.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Mar-13,Essential,,45,2,47,33,11,,,,,9,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Mar-13,Newspoll,,,,50,30,10,,,,,10,,58,42,,26,65,,39,50,,35,43,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Mar-13,Morgan,,43,3.5,46.5,30.5,10.5,,,,,12.5,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,23-Mar-13,Galaxy,,,,47,32,12,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,18-Mar-13,Essential,,45,2,47,35,9,,,,,8,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,17-Mar-13,Morgan,,43.5,2.5,46,33,10.5,,,,,10.5,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Mar-13,Nielsen,,,,47,31,10,,2,,,10,,56,44,,38,58,,43,53,,43,49,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,11-Mar-13,Essential,,45,3,48,34,9,,,,,9,,55,45,,36,56,,37,51,,39,39,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Mar-13,Newspoll,,,,44,34,11,,,,,11,,52,48,,32,57,,36,55,,42,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Mar-13,Morgan,,44,3,47,31.5,11,,,,,10.5,,55.5,44.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-Mar-13,Galaxy,,,,48,32,11,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,04-Mar-13,Essential,,46,3,49,32,10,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Mar-13,Morgan,,42,3,45,33,10.5,,,,,11.5,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Feb-13,Essential,,46,3,49,34,9,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Feb-13,Newspoll,,,,47,31,11,,,,,11,,55,45,,30,58,,33,55,,36,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Feb-13,Morgan,,42,2,44,33.5,10,,,,,12.5,,53.5,46.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,18-Feb-13,Essential,,44,3,47,35,9,,,,,8,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Feb-13,Nielsen,,,,47,30,11,,2,,,10,,52,48,,40,56,,42,55,,45,49,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,11-Feb-13,Essential,,45,3,48,34,9,,,,,9,,55,45,,36,55,,36,53,,39,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Feb-13,Morgan,,42.5,2.5,45,33.5,9,,,,,12.5,,54.5,45.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,05-Feb-13,Essential,,45,3,48,34,10,,,,,8,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Feb-13,Newspoll,,,,48,32,9,,,,,11,,56,44,,36,52,,33,56,,41,39,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Feb-13,Morgan,,39,3.5,42.5,38.5,8.5,,,,,10.5,,50.5,49.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Feb-13,Galaxy,,,,48,35,10,,,,,7,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,29-Jan-13,Essential,,44,3,48,35,10,,,,,7,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,27-Jan-13,Morgan,,37,2,39,36,12,,,,,13,,49.5,50.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,21-Jan-13,Essential,,44,4,48,36,9,,,,,8,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,14-Jan-13,Essential,,44,4,48,36,8,,,,,8,,54,46,,41,49,,33,57,,42,33,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,13-Jan-13,Newspoll,,,,44,38,9,,,,,9,,51,49,,38,49,,29,58,,45,33,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,13-Jan-13,Morgan,,39.5,2,41.5,36.5,10.5,,,,,11.5,,51,49,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,17-Dec-12,Essential,,45,3,48,36,8,,,,,8,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Dec-12,Morgan,,35,2.5,37.5,40,12,,,,,10.5,,46.5,53.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,15-Dec-12,Nielsen,,,,43,35,10,,2,,,10,,53,47,,46,50,,34,63,,50,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Dec-12,Essential,,45,3,48,36,8,,,,,8,,54,46,,37,53,,33,56,,43,34,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,09-Dec-12,Newspoll,,,,46,32,11,,,,,11,,54,46,,36,52,,28,59,,43,34,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Dec-12,Essential,,44,3,47,37,9,,,,,7,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Dec-12,Morgan,,38,2.5,40.5,36,10.5,,,,,13,,50.5,49.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,30-Nov-12,Galaxy,,,,48,34,11,,,,,7,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,29-Nov-12,Morgan,,43,1.5,44.5,36.5,8.5,,,,,10.5,,52.5,47.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,26-Nov-12,Essential,,44,3,47,36,10,,,,,8,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Nov-12,Newspoll,,,,43,36,11,,,,,10,,51,49,,37,52,,30,61,,46,33,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,19-Nov-12,Essential,,43,3,46,36,10,,,,,9,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,18-Nov-12,Morgan,,35.5,3,38.5,36.5,11.5,,,,,13.5,,49,51,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,17-Nov-12,Nielsen,,,,45,34,12,,2,,,8,,52,48,,47,48,,36,60,,51,42,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,12-Nov-12,Essential,,42,3,45,37,9,,,,,8,,52,48,,41,49,,33,58,,33,58,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,11-Nov-12,Newspoll,,,,43,36,10,,,,,11,,51,49,,37,52,,27,63,,46,32,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-Nov-12,Essential,,43,3,46,37,9,,,,,8,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,04-Nov-12,Morgan,,40.5,2.5,43,35.5,10,,,,,11.5,,52,48,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,04-Nov-12,Galaxy,,,,47,35,11,,,,,7,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,29-Oct-12,Essential,,44,4,48,36,9,,,,,7,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,28-Oct-12,Newspoll,,,,41,36,10,,,,,13,,50,50,,35,51,,30,58,,45,34,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,22-Oct-12,Essential,,44,3,47,36,9,,,,,7,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,21-Oct-12,Morgan,,36.5,2,38.5,37.5,12.5,,,,,11.5,,47.5,52.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,20-Oct-12,Nielsen,,,,43,34,11,,2,,,10,,53,47,,47,48,,37,60,,50,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,15-Oct-12,Essential,,44,3,47,36,9,,,,,8,,53,47,,41,51,,37,54,,37,54,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Oct-12,Essential,,44,3,47,36,9,,,,,7,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,08-Oct-12,Essential,,44,3,47,37,9,,,,,7,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-Oct-12,Newspoll,,,,45,33,10,,,,,12,,54,46,,36,50,,33,55,,43,33,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-Oct-12,Morgan,,40,3,43,37,10.5,,,,,9.5,,51,49,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Sep-12,Essential,,45,3,48,35,9,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,23-Sep-12,Morgan,,38,3.5,41.5,37.5,10,,,,,11,,50,50,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,20-Sep-12,Morgan,,44.5,2.5,47,39.5,8,,,,,5.5,,52.5,47.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,17-Sep-12,Essential,,45,3,48,34,9,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Sep-12,Newspoll,,,,41,36,12,,,,,11,,50,50,,36,52,,30,60,,46,32,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Sep-12,Morgan,,37.5,3,40.5,35,12,,,,,12.5,,50.5,49.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,15-Sep-12,Nielsen,,,,45,34,10,,2,,,9,,54,46,,42,53,,36,59,,47,44,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Sep-12,Essential,,44,3,47,34,9,,,,,9,,55,45,,35,54,,32,55,,40,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Sep-12,Essential,,44,3,47,34,9,,,,,9,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Sep-12,Newspoll,,,,46,33,8,,,,,13,,55,45,,31,57,,31,59,,39,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Sep-12,Morgan,,39.5,2,41.5,34.5,11.5,,,,,12.5,,51.5,48.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,27-Aug-12,Essential,,46,3,49,32,10,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Aug-12,Nielsen,,,,45,32,11,,2,,,11,,56,44,,39,57,,39,57,,46,45,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,20-Aug-12,Essential,,46,3,49,32,10,,,,,9,,57,43,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,19-Aug-12,Newspoll,,,,45,35,11,,,,,9,,53,47,,27,60,,34,54,,38,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,19-Aug-12,Morgan,,42,2,44,34.5,10,,,,,11.5,,53,47,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,13-Aug-12,Essential,,46,3,49,32,10,,,,,8,,56,44,,31,57,,36,51,,36,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,06-Aug-12,Essential,,46,3,49,33,10,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,05-Aug-12,Newspoll,,,,45,33,10,,,,,12,,54,46,,29,59,,32,56,,36,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,05-Aug-12,Morgan,,41.5,2,43.5,32,11.5,,,,,13,,53.5,46.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,30-Jul-12,Essential,,45,3,49,33,10,,,,,8,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,28-Jul-12,Nielsen,,,,47,30,12,,2,,,9,,58,42,,37,58,,39,56,,43,48,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,23-Jul-12,Essential,,45,4,49,33,10,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,22-Jul-12,Newspoll,,,,46,28,11,,,,,15,,56,44,,29,62,,30,61,,36,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,22-Jul-12,Morgan,,41.5,1.5,43,31.5,12,,,,,13.5,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Jul-12,Essential,,46,3,49,31,10,,,,,9,,57,43,,32,58,,35,53,,37,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,09-Jul-12,Essential,,46,4,49,31,11,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,08-Jul-12,Newspoll,,,,48,31,11,,,,,10,,56,44,,27,61,,32,57,,36,39,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,08-Jul-12,Morgan,,41,2,43,29.5,14.5,,,,,13,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Jul-12,Essential,,45,3,48,32,10,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,30-Jun-12,Nielsen,,,,48,28,12,,2,,,9,,57,43,,35,60,,39,55,,42,46,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Jun-12,Essential,,46,3,49,33,10,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Jun-12,Newspoll,,,,46,30,12,,,,,12,,55,45,,30,59,,31,58,,39,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,24-Jun-12,Morgan,,42.5,3,45.5,32.5,10,,,,,12,,54.5,45.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,18-Jun-12,Essential,,46,3,49,33,10,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,17-Jun-12,Galaxy,,,,49,31,12,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,12-Jun-12,Essential,,46,3,49,32,10,,,,,9,,56,44,,34,54,,32,54,,37,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Jun-12,Newspoll,,,,44,31,14,,,,,11,,54,46,,32,58,,32,59,,42,38,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Jun-12,Morgan,,39.5,3,42.5,33,12.5,,,,,12,,52,48,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,04-Jun-12,Essential,,47,3,50,33,10,,,,,7,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,03-Jun-12,Morgan,,43.5,1.5,45,32.5,10.5,,,,,12,,55.5,44.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Jun-12,Nielsen,,,,48,26,14,,2,,,10,,58,42,,36,60,,39,57,,44,46,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,28-May-12,Essential,,47,3,50,33,10,,,,,7,,57,43,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,27-May-12,Newspoll,,,,46,32,12,,,,,10,,54,46,,30,60,,31,60,,40,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,27-May-12,Morgan,,47,2,49,27.5,13,,,,,10.5,,58,42,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,21-May-12,Essential,,46,3,49,33,10,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,20-May-12,Morgan,,44,1.5,45.5,32,10.5,,,,,12,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,14-May-12,Essential,,47,3,50,30,11,,,,,9,,57,43,,31,60,,36,53,,38,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,13-May-12,Newspoll,,,,45,30,12,,,,,13,,55,45,,27,63,,34,56,,36,40,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,13-May-12,Morgan,,43.5,2.5,46,30.5,12,,,,,11.5,,55.5,44.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-May-12,Nielsen,,,,49,28,12,,3,,,9,,58,42,,35,60,,44,52,,42,50,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-May-12,Morgan,,48.5,2,50.5,29,10,,,,,10.5,,58,42,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,07-May-12,Essential,,47,3,50,29,11,,,,,9,,58,42,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,06-May-12,Morgan,,43,2.5,45.5,29.5,12,,,,,13,,55.5,44.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,30-Apr-12,Essential,,46,3,50,31,11,,,,,9,,57,43,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,29-Apr-12,Newspoll,,,,51,27,11,,,,,11,,59,41,,28,63,,33,55,,36,41,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,29-Apr-12,Galaxy,,,,49,30,13,,,,,8,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,23-Apr-12,Essential,,45,3,48,31,11,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,22-Apr-12,Morgan,,45.5,2,47.5,30,12,,,,,10.5,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,19-Apr-12,Morgan,,46.5,1,47.5,30,11.5,,,,,11,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,16-Apr-12,Essential,,45,3,48,31,11,,,,,9,,56,44,,32,58,,38,50,,38,36,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,15-Apr-12,Newspoll,,,,48,29,12,,,,,11,,56,44,,28,62,,35,54,,39,41,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,15-Apr-12,Morgan,,44,2.5,46.5,31,12.5,,,,,10,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,10-Apr-12,Essential,,47,3,50,31,11,,,,,9,,57,43,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,02-Apr-12,Essential,,46,3,48,33,11,,,,,8,,55,45,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,01-Apr-12,Morgan,,41.5,3,44.5,32,13,,,,,10.5,,53.5,46.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,31-Mar-12,Nielsen,,,,47,27,13,,2,,,10,,57,43,,35,60,,44,52,,42,50,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,26-Mar-12,Essential,,45,3,48,34,10,,,,,9,,54,46,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Mar-12,Newspoll,,,,47,28,11,,,,,14,,57,43,,31,58,,32,58,,40,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,25-Mar-12,Morgan,,40.5,4.5,45,36.5,12.5,,,,,6,,51.5,48.5,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,19-Mar-12,Essential,,45,3,48,32,11,,,,,9,,56,44,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,18-Mar-12,Morgan,,41.5,4,45.5,37,10.5,,,,,7,,52,48,,,,,,,,,,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,12-Mar-12,Essential,,46,3,49,31,10,,,,,10,,57,43,,32,61,,36,52,,40,37,,MS JULIA GILLARD,MR TONY ABBOTT
43_ALP_JG_LNC_TA,11-Mar-12,Newspoll,,,,43,31,12,,,,,14,,53,47,,28,62,,32,58,,39,37,,MS JULIA GILLARD,MR TONY ABBOTT
